id,id_sessao,proposicao_id,data,resumo,obj_votacao
1174,3067,339823,2007-03-05 17:20:00,Rejeitado o Requerimento. Sim: 43; Não: 281; Abstenção: 0; Total: 324.,REQUERIMENTO DE RETIRADA DE PAUTA
1175,3068,339823,2007-03-06 16:21:00,Rejeitado o Requerimento. Sim: 6; Não: 393; Abstenção: 6; Total: 405.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES
863,3073,339551,2007-03-13 16:52:00,Aprovado o Requerimento. Sim: 312; Não: 04; Abstenção: 03; Total: 319.,REQUERIMENTO DE INVERSÃO DE PAUTA
864,3073,339551,2007-03-13 16:52:00,Aprovado o Requerimento. Sim: 312; Não: 04; Abstenção: 03; Total: 319.,REQUERIMENTO DE INVERSÃO DE PAUTA
2009,3073,264293,2007-03-13 18:22:00,Rejeitado o Requerimento. Sim: 06; Não: 315; Abstenção: 05; Total: 326.,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES
2010,3074,264293,2007-03-14 16:38:00,Rejeitado o Requerimento. Sim: 7; Não: 311; Abstenção: 4; Total: 322.,REQUERIMENTO DE RETIRADA DE PAUTA
2011,3074,264293,2007-03-14 18:13:00,Aprovado o Requerimento. Sim: 294; Não: 08; Abstenção: 03; Total: 305.,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO
2012,3075,264293,2007-03-15 11:26:00,Rejeitado o Requerimento. Sim: 04; Não: 262; Abstenção: 01; Total: 267.,REQUERIMENTO DE RETIRADA DE PAUTA
2013,3075,264293,2007-03-15 12:53:00,"Aprovado o Substitutivo oferecido pela Relatora da Comissão Parlamentar de Inquérito - ""Exploração Sexual"", designada em Plenário, ressalvados os destaques.  Sim: 291; Não: 01; Abstenção: 01; Total: 293.",SUBSTITUTIVO
865,3078,339551,2007-03-20 17:09:00,,REQUERIMENTO DE PREFERÊNCIA EM GLOBO
866,3079,339551,2007-03-21 17:21:00,Rejeitado o Requerimento. Sim: 15; Não: 293; Abstenção: 0; Total: 308.,REQUERIMENTO DE PREFERÊNCIA - PPS
867,3079,339551,2007-03-21 17:21:00,Rejeitado o Requerimento. Sim: 15; Não: 293; Abstenção: 0; Total: 308.,REQUERIMENTO DE PREFERÊNCIA - PPS
1931,3080,344056,2007-03-21 20:01:00,"Rejeitada a concessão do efeito suspensivo ao Recurso contra decisão do Presidente da CD em Questão de Ordem (Art. 95, § 9º, RICD). Sim: 111; Não: 311; Abstenção: 02; Total: 424.",RECURSO EFEITO SUSPENSIVO - QUESTÃO DE ORDEM
1932,3080,344056,2007-03-21 22:26:00,,SOBRE QUESTÃO DE ORDEM DO DEP. LUIZ SÉRGIO - PT/RJ
2355,3083,339853,2007-03-26 19:24:00,"Aprovado, em apreciação preliminar, o Parecer do Relator, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 232; Não: 82; Abstenção: 0; Total: 314.",PARECER DO RELATOR PELA ADMISSIBILIDADE
868,3084,339551,2007-03-27 16:13:00,Aprovado o Requerimento. Sim: 285; Não: 101; Abstenção: 1; Total: 387.,REQUERIMENTO DE INVERSÃO DE PAUTA
869,3084,339551,2007-03-27 16:13:00,Aprovado o Requerimento. Sim: 285; Não: 101; Abstenção: 1; Total: 387.,REQUERIMENTO DE INVERSÃO DE PAUTA
612,3087,339689,2007-04-02 19:17:00,Aprovado o Requerimento. Sim: 264; Não: 41; Abstenção: 02; Total: 307.,"REQUERIMENTO DE PREFERÊNCIA PARA MPV Nº 341/2006, MPV Nº 347/2007..."
613,3087,339689,2007-04-02 19:17:00,Aprovado o Requerimento. Sim: 264; Não: 41; Abstenção: 02; Total: 307.,"REQUERIMENTO DE PREFERÊNCIA PARA MPV Nº 341/2006, MPV Nº 347/2007..."
764,3089,339705,2007-04-03 16:18:00,Rejeitado o Requerimento. Sim: 04; Não: 340; Abstenção: 03; Total: 347.,REQUERIMENTO DE RETIRADA DE PAUTA
765,3089,339705,2007-04-03 18:35:00,Rejeitado o Requerimento. Sim: 61; Não: 286; Abstenção: 01; Total: 348.,REQUERIMENTO DE PRAZO PARA O PLV
766,3090,339705,2007-04-03 20:40:00,Rejeitado o Requerimento. Sim: 11; Não: 288; Abstenção: 02; Total: 301.,REQUERIMENTO DE RETIRADA DE PAUTA
767,3090,339705,2007-04-03 22:18:00,Rejeitada a Emenda nº 55. Sim: 114; Não: 233; Abstenção: 04; Total: 351.,DVS  PDT - EMENDA Nº 55
614,3092,339689,2007-04-09 18:10:00,Rejeitado o Requerimento. Sim: 01; Não: 255; Abstenção: 01; Total: 257.,REQUERIMENTO DE RETIRADA DE PAUTA
615,3093,339689,2007-04-10 11:43:00,Rejeitado o Requerimento. Sim: 4; Não: 278; Abst.: 1; Total: 283.,REQUERIMENTO DE RETIRADA DE PAUTA
616,3094,339689,2007-04-10 16:34:00,Rejeitado o Requerimento. Sim: 9; Não: 288; Abstenção: 0; Total: 297.,REQUERIMENTO DE RETIRADA DE PAUTA
617,3094,339689,2007-04-10 18:10:00,Rejeitado o Requerimento. Sim: 26; Não: 255; Abstenção: 2; Total: 283.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES
618,3094,339689,2007-04-10 19:50:00,"Aprovado, em apreciação preliminar, o Parecer da Relatora, na parte em que manifesta opinião pela inconstitucionalidade das Emendas de nºs 25, 26 e 166, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 301; Não: 4; Abstenção: 0; Total: 305.",PARECER DO RELATOR PELA NÃO ADMISSIBILIDADE
619,3095,339689,2007-04-10 21:21:00,,DVS - EMENDA Nº 189
620,3095,339689,2007-04-10 22:20:00,,DVS - EMENDA Nº 187
2404,3096,339846,2007-04-11 16:44:00,Rejeitado o Requerimento. Sim: 2; Não: 346; Abstenção: 0; Total: 348.,REQUERIMENTO DE RETIRADA DE PAUTA
1474,3096,339847,2007-04-11 18:28:00,Rejeitado o Requerimento. Sim: 2; Não: 326; Abstenção: 0; Total: 328.,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES
1475,3096,339847,2007-04-11 19:53:00,Rejeitado o Requerimento. Sim: 0; Não: 340; Abstenção: 1; Total: 341.,REQUERIMENTO PARA VOTAÇÃO ARTIGO POR ARTIGO
1476,3097,339847,2007-04-11 20:34:00,Rejeitado o Requerimento.   Sim: 2; Não: 368; Abst.: 0; Total: 370.,REQUERIMENTO DE RETIRADA DA PAUTA
1477,3097,339847,2007-04-11 21:25:00,Rejeitada a Emenda nº 9. Sim: 70; Não: 257; Abst.: 0; Total: 327.,DVS EMENDA Nº 9
2405,3098,339846,2007-04-12 13:14:00,Suprimido o art. 4º do PLV 9/07. Sim: 88; Não: 260; Abst.: 0; Total: 348.,DVS  PT - ARTIGO 4º
423,3101,339696,2007-04-17 11:47:00,Aprovado o Requerimento.  Sim: 236; Não: 52; Abstenção: 0; Total: 288.,REQUERIMENTO DE RETIRADA DE PAUTA
1238,3102,339848,2007-04-17 17:23:00,Rejeitado o Requerimento. Sim: 06; Não: 316; Abstenção: 0; Total: 322.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES
1239,3102,339848,2007-04-17 19:11:00,"Aprovada a Medida Provisória nº 349, de 2007, na forma do Projeto de Lei de Conversão nº 10, de 2007, ressalvados os destaques. Sim: 312; Não: 105; Abstenção: 01; Total: 418.",PROJETO DE LEI DE CONVERSÃO
1240,3102,339848,2007-04-17 19:44:00,Rejeitada a Emenda nº 8. Sim: 105; Não: 321; Abstenção: 0; Total: 426.,DVS - EMENDA 8
378,3104,339850,2007-04-18 16:28:00,Aprovado o Requerimento.  Sim: 344; Não: 0; Abstenção: 01; Total: 345.,REQUERIMENTO DE PREFERÊNCIA PARA MPV Nº 352/2007...
379,3104,339850,2007-04-18 16:28:00,Aprovado o Requerimento.  Sim: 344; Não: 0; Abstenção: 01; Total: 345.,REQUERIMENTO DE PREFERÊNCIA PARA MPV Nº 352/2007...
563,3104,339851,2007-04-18 17:54:00,Rejeitado o Requerimento.   Sim: 8; Não: 362; Abst.: 1; Total: 371.,REQUERIMENTO PARA VOTAÇÃO POR GRUPOS DE ARTIGOS
1176,3106,339823,2007-04-19 11:01:00,Rejeitado o Requerimento.  Sim: 01; Não: 297; Abstenção: 01; Total: 299.,REQUERIMENTO DE RETIRADA DE PAUTA
424,3121,339696,2007-04-24 11:29:00,Rejeitado o Requerimento. Sim: 40; Não: 231; Abstenção: 01; Total: 272.,REQUERIMENTO DE RETIRADA DE PAUTA
425,3122,339696,2007-04-24 16:47:00,Rejeitado o Requerimento.  Sim: 05; Não: 279; Abstenção: 01; Total: 285.,REQUERIMENTO DE RETIRADA DE PAUTA
380,3124,339850,2007-04-25 16:09:00,Rejeitado o Requerimento.  Sim: 03; Não: 285; Abstenção: 02; Total: 290.,ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES
1329,3129,344468,2007-05-02 17:39:00,"Aprovada a Medida Provisória nº 357, de 2007, ressalvados os destaques.  Sim: 237; Não: 84; Abstenção: 0; Total: 321.",MEDIDA PROVISÓRIA
2172,3130,256022,2007-05-02 21:29:00,,REQUERIMENTO DE RETIRADA DE PAUTA
879,3133,345070,2007-05-08 17:50:00,Rejeitada a Emenda nº 3.   Sim: 108; Não: 262; Abst.: 0; Total: 370.,DVS - EMENDA 3 - DEM
758,3135,349474,2007-05-09 14:37:00,Aprovado o Requerimento de Urgência (Art. 155 do RICD).   Sim: 355; Não: 85; Abst.: 7; Total: 447.,REQUERIMENTO DE URGÊNCIA
1978,3136,349475,2007-05-09 16:15:00,Aprovado o Requerimento de Urgência (Art. 155 do RICD).   Sim: 374; Não: 54; Abstenção: 3; Total: 431.,REQUERIMENTO DE URGÊNCIA
417,3136,347832,2007-05-09 18:55:00,Rejeitado o Requerimento.   Sim: 155; Não: 233; Abst.: 15; Total: 403.,REQUERIMENTO DE PREFERÊNCIA
1823,3137,350808,2007-05-09 22:33:00,"Aprovada a Proposta de Emenda à Constituição nº 58, de 2007, apensada, em primeiro turno, ressalvados os destaques.   Sim: 424; Não: 1; Abst.: 0; Total: 425.",APENSADA (PROPOSTA INICIAL)
1824,3137,350808,2007-05-09 22:59:00,Mantida a expressão.   Sim: 317; Não: 118; Abstenção: 0; Total: 435.,"DVS PSDB - EXPRESSÃO "" QUE SERÁ ENTREGUE... CADA ANO"""
1825,3137,350808,2007-05-09 23:57:00,,DVS DEM - ARTIGO 2º
1302,3141,346697,2007-05-15 18:11:00,"Aprovada a Medida Provisória nº 360, de 2007, ressalvados os destaques.   Sim: 315; Não: 93; Abst.: 0; Total: 408.",MEDIDA PROVISÓRIA
1303,3141,346697,2007-05-15 19:26:00,Mantido o inciso VII do art. 2º-B constante do art. 1º da MPV 360/07.   Sim: 301; Não: 110; Abst.: 0; Total: 411.,DVS - INCISO VII DO ARTIGO 2º - (ART. 1º)
810,3144,346782,2007-05-16 21:18:00,"Aprovado, em apreciação preliminar, o Parecer do Relator, na parte em que manifesta opinião pela inadequação financeira e orçamentária das emendas de nºs 2, 4, 5, 6, 8 e 10 a 18, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.   Sim: 331; Não: 109; Abst.: 1; Total: 441.",PARECER DO RELATOR PELA NÃO ADMISSIBILIDADE
381,3149,339850,2007-05-22 18:03:00,Aprovada a Emenda nº 6 do Senado Federal.   Sim: 255; Não: 157; Abst.: 0; Total: 412.,DVS PTB - EMENDA Nº 6
1712,3152,350571,2007-05-23 21:19:00,Rejeitado o Recurso.   Sim: 125; Não: 307; Abst.: 0; Total: 432.,CONTRA APRECIAÇÃO CONCLUSIVA DA COMISSÃO MISTA DO PL Nº 1/2007 - SALÁRIO MÍNIMO
621,3157,339689,2007-05-29 17:42:00,Aprovado o Requerimento.   Sim: 306; Não: 102; Abst.: 0; Total: 408.,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO
622,3157,339689,2007-05-29 19:27:00,"Aprovada a Emenda nº 7 do Senado Federal, com parecer contrário.   Sim: 282; Não: 162; Abst.: 2; Total: 446.",EMENDA Nº 7 COM PARECER PELA REJEIÇÃO
383,3159,353741,2007-05-30 20:52:00,Aprovado o Requerimento de Urgência (Art. 155 do RICD).   Sim: 378; Não: 43; Abst.: 4; Total: 425.,REQUERIMENTO DE URGÊNCIA
261,3159,346913,2007-05-30 21:32:00,Aprovado o Requerimento de Urgência (Art. 155 do RICD).   Sim: 375; Não: 32; Abst.: 3; Total: 410.,REQUERIMENTO DE URGÊNCIA
2173,3159,256022,2007-05-30 22:13:00,,DVS -  ARTIGO 2º DA PEC Nº 58/2007
637,3162,348693,2007-06-04 18:53:00,"Aprovada a Medida Provisória nº 363, de 2007.   Sim: 273; Não: 69; Abst.: 0; Total: 342.",TEXTO INICIAL
1945,3163,348711,2007-06-05 17:22:00,"Aprovado, em apreciação preliminar, o Parecer do Relator, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN.   Sim: 307; Não: 102; Abst.: 2; Total: 411.",PARECER DO RELATOR PELA ADMISSIBILIDADE
1946,3163,348711,2007-06-05 18:53:00,Mantido o texto. Sim: 296; Não: 99; Abst.: 1; Total: 396.,DVS PPS - QUADRO ANEXO I (DNIT)
1581,3169,349771,2007-06-12 19:17:00,"Aprovada a Medida Provisória nº 366, de 2007, na forma do Projeto de Lei de Conversão nº 19, de 2007.   Sim: 250; Não: 161; Abst.: 7; Total: 418.",PROJETO DE LEI DE CONVERSÃO
384,3170,353741,2007-06-13 11:17:00,Rejeitada a concessão do efeito suspensivo ao Recurso em Questão de Ordem.   Sim: 99; Não: 244; Abstenção: 10; Total: 353.,CONCESSÃO DO EFEITO SUSPENSIVO
385,3171,353741,2007-06-13 17:45:00,Rejeitado o Requerimento.    Sim: 194; Não: 245; Abstenção: 04; Total: 443.,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO
1713,3173,350464,2007-06-14 11:49:00,,REQUERIMENTO DE RETIRADA DE PAUTA
2090,3176,339302,2007-06-19 18:33:00,,REQUERIMENTO DE RETIRADA DE PAUTA
2091,3177,339302,2007-06-20 17:28:00,Aprovado o Requerimento.   Sim: 309; Não: 49; Abst.: 0; Total: 358.,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO
2260,3181,345069,2007-06-26 12:30:00,"Rejeitadas as Emendas de nºs 1 e 3 do Senado Federal, com parecer contrário, ressalvados os destaques.   Sim: 22; Não: 272; Abst.: 2; Total: 296.
DCD 27 06 07 PAG 31824 COL 02.",EMENDAS 1 e 3 DO SENADO FEDERAL COM PARECER PELA REJEIÇÃO
2261,3181,345069,2007-06-26 13:09:00,"Rejeitada a Emenda nº 1 do Senado Federal.   Sim: 90; Não: 184; Abst.: 1; Total: 275.
DCD 27 06 07 PAG 31824 COL 02.",DVS EMENDA Nº 1
2262,3181,345069,2007-06-26 13:37:00,"Aprovada a Emenda nº 3 do Senado Federal.   Sim: 175; Não: 132; Abst.: 1; Total: 308.
DCD 27 06 07 PAG 31824 COL 02.",DVS EMENDA Nº 3
1714,3182,350464,2007-06-26 17:21:00,"Rejeitado o Requerimento.    Sim: 78; Não: 273; Abstenção: 1; Total: 352.
DCD 27 06 07 PAG 31934 COL 02.",REQUERIMENTO DE RETIRADA DE PAUTA
1715,3182,350464,2007-06-26 19:07:00,"Aprovado o Requerimento.   Sim: 356; Não: 27; Abst.: 0; Total: 383.
DCD 27 06 07 PAG 31934 COL 02.",REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO
1716,3183,350464,2007-06-26 20:25:00,"Rejeitado o Requerimento.   Sim: 31; Não: 350; Abst.: 0; Total: 381.
DCD 27 06 07 PAG 31934 COL 02.",REQUERIMENTO DE RETIRADA DE PAUTA
386,3186,353741,2007-06-27 21:08:00,"Rejeitado o Requerimento.   Sim: 203; Não: 240; Abst.: 0; Total: 443.
DCD 28 06 07 PAG 32353  COL 01.",REQUERIMENTO DE PREFERÊNCIA PARA EMENDA AGLUTINATIVA Nº 1
387,3186,353741,2007-06-27 22:20:00,Rejeitados os dispositivos relativos ao 1º Grupo - Lista Pré-ordenada.   Sim: 181; Não: 252; Abst.: 3; Total: 436. DCD 28 06 07 PAG 32353 COL 01.,ARTIGOS REFERENTES À LISTA PREORDENADA - SUBSTITUTIVO DA CCJC
1171,3190,356805,2007-07-03 19:57:00,Rejeitado o Requerimento.   Sim: 156; Não: 247; Abstenção: 0; Total: 403.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES
1172,3191,356805,2007-07-03 20:50:00,Aprovado o Substitutivo oferecido pelo Relator da Comissão de Finanças e Tributação.   Sim: 353; Não: 0; Abstenção: 1; Total: 354.,SUBSTITUTIVO DO RELATOR DA CFT
2174,3191,256022,2007-07-03 21:13:00,"Mantido o art. 2º da PEC 58/07, apensada, objeto do Destaque para votação em separado da bancada do DEM.   Sim: 381; Não: 0; Abstenção: 1; Total: 382.",DVS - ARTIGO 2º
2175,3191,256022,2007-07-03 21:25:00,"Mantida a expressão ""realizada a partir de 1º de setembro de 2007"", constante do art. 2º da PEC 58/07, apensada, objeto do Destaque para votação em separado da bancada do PSDB.   Sim: 367; Não: 0; Abstenção: 0; Total: 367.","DVS - EXPRESSÃO ""REALIZADA A PARTIR DE 1º DE SETEMBRO DE 2007"" DO ART. 2º"
753,3191,14641,2007-07-03 21:33:00,,SENADO FEDERAL - PROPOSTA INICIAL
1697,3197,352580,2007-07-10 17:00:00,Rejeitado o Requerimento.   Sim: 3; Não: 281: Abstenção: 2; Total: 286.,REQUERIMENTO DE RETIRADA DE PAUTA
1698,3197,352580,2007-07-10 19:48:00,,DVS - EMENDA Nº 41
388,3200,353741,2007-07-11 14:34:00,Rejeitado o Requerimento.   Sim: 190; Não: 247; Abst.: 0; Total: 437.,REQUERIMENTO DE INVERSÃO DE PAUTA
1541,3207,354034,2007-08-07 12:25:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1542,3208,354034,2007-08-07 16:34:00,Rejeitado o Requerimento.  Sim: 51; Não: 366; Abstenção: 01; Total: 418.,REQUERIMENTO DE RETIRADA DE PAUTA
754,3212,14641,2007-08-14 17:01:00,"Aprovada a Proposta de Emenda à Constituição 272-C, de 2000, em segundo turno. Sim: 377; Não: 1; Abst.: 0; Total: 378.",SEGUNDO TURNO
1826,3212,350808,2007-08-14 17:33:00,"Aprovada a Proposta de Emenda à Constituição 58, de 2007, em segundo turno. Sim: 389; Não: 0; Abst.: 0; Total: 389.",SEGUNDO TURNO
389,3213,353741,2007-08-14 19:57:00,Aprovado o Requerimento.   Sim: 271; Não: 11; Abstenção: 2; Total: 284.,REQUERIMENTO DE PREFERÊNCIA PARA O PLP Nº 35/2007
262,3213,346913,2007-08-14 21:14:00,Rejeitado o Requerimento. Sim: 6; Não: 309; Abstenção: 2; Total: 317.,REQUERIMENTO PARA  DISCUSSÃO POR PARTES
263,3213,346913,2007-08-14 22:47:00,Rejeitado o Requerimento.   Sim: 5; Não: 293; Abstenção: 4; Total: 302.,REQUERIMENTO DE VOTAÇÃO POR PARTES OU GRUPOS DE ARTIGOS
264,3213,346913,2007-08-14 23:32:00,,SUBEMENDA SUBSTITUTIVA
265,3216,346913,2007-08-15 20:09:00,"Votação do Requerimento do Dep. Fernando Coruja, Líder do PPS, solicitando - nos termos do artigo 186, inciso II, do RICD - votação nominal para o Requerimento que solicita retirada de pauta.",REQUERIMENTO DE INVERSÃO DE PAUTA
266,3216,346913,2007-08-15 21:05:00,Mantido o artigo 5º.   Sim: 310; Não: 28; Abstenção: 2; Total: 340.,DVS  - ARTIGO 5º DA SUBEMENDA SUBSTITUTIVA
267,3216,346913,2007-08-15 21:43:00,,"DVS  - ARTIGO 23 INCISO XII DA LEI Nº 4.737/65,( ART. 6º )"
2034,3219,355920,2007-08-21 16:40:00,Rejeitado o Requerimento.  Sim: 4; Não: 251; Abstenção: 1; Total: 256.,REQUERIMENTO DE RETIRADA DE PAUTA
2035,3219,355920,2007-08-21 18:12:00,,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES
2036,3220,355920,2007-08-22 11:45:00,"Rejeitado o Requerimento. Sim: 6; Não: 282; Abstenção: 1; Total: 289.
DCD 23 08 07 PAG 41817 COL 01.",REQUERIMENTO DE RETIRADA DE PAUTA
2037,3220,355920,2007-08-22 13:22:00,,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES
2038,3221,355920,2007-08-22 16:25:00,Rejeitado o Requerimento. Sim: 3; Não: 263; Abstenção: 0; Total: 266.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR DUAS SESSÕES
2039,3221,355920,2007-08-22 18:01:00,"Aprovada a Medida Provisória nº 375, de 2007, ressalvados os destaques.  Sim: 262; Não: 10; Abstenção: 1; Total: 273.",MEDIDA PROVISÓRIA
142,3222,356032,2007-08-23 11:47:00,,REQUERIMENTODE RETIRADA DE PAUTA
143,3227,356032,2007-08-29 16:21:00,Rejeitado o Requerimento.  Sim: 4; Não: 274; Abstenção: 1; Total: 279.,REQUERIMENTO DE RETIRADA DE PAUTA
8,3229,353093,2007-09-04 12:09:00,Rejeitado o Requerimento.   Sim: 2; Não: 256; Abstenção: 0; Total: 258.,REQUERIMENTO DE RETIRADA DE PAUTA
9,3230,353093,2007-09-04 16:58:00,Rejeitado o Requerimento.  Sim: 8; Não: 277; Abstenção: 1; Total: 286.,REQUERIMENTO DE RETIRADA DE PAUTA
10,3230,353093,2007-09-04 18:30:00,Rejeitado o Requerimento.  Sim: 4; Não: 280; Abstenção: 0; Total: 284.,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR UMA SESSÃO
300,3231,356033,2007-09-05 18:10:00,"Aprovada a Medida Provisória nº 377, de 2007, na forma do Projeto de Lei de Conversão nº 27, de 2007, ressalvados os destaques.   Sim: 293; Não: 121; Abstenção: 1; Total: 415. DCD 06 09 07 PAG 44948 COL 02.",PROJETO DE LEI DE CONVERSÃO
301,3231,356033,2007-09-05 18:51:00,Mantido o artigo 3º.   Sim: 275; Não: 114; Abstenção: 0; Total: 389.,DVS - ARTIGO 3º DO PLV
302,3231,356033,2007-09-05 19:52:00,Mantido o artigo 10.   Sim: 273; Não: 111; Abstenção: 1; Total: 385.,DVS  - ARTIGO 10º DO PLV
2307,3234,356695,2007-09-11 16:43:00,Rejeitado o Requerimento.   Sim: 4; Não: 254; Abstenção: 1; Total: 259.,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES
2308,3234,356695,2007-09-11 18:19:00,Aprovado o Requerimento.   Sim: 262; Não: 11; Abstenção: 3; Total: 276.,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO
1796,3242,357806,2007-09-12 00:45:00,,REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E DO ENCAMINHAMENTO
2309,3241,356695,2007-09-12 16:12:00,,REQUERIMENTO DE RETIRADA DE PAUTA
2310,3241,356695,2007-09-12 17:50:00,,EMENDAS DE 1 A 7 COM PARECER CONTRÁRIO
2311,3241,356695,2007-09-12 19:15:00,,DVS - EMENDA Nº 15
1794,3242,357806,2007-09-12 20:26:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1795,3242,357806,2007-09-12 23:28:00,,REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR DUAS SESSÕES
1797,3243,357806,2007-09-13 10:54:00,,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR  DUAS SESSÕES
2253,3248,358878,2007-09-18 17:49:00,Rejeitado o Requerimento.   Sim: 3; Não: 282; Abstenção: 4; Total: 289.,REQUERIMENTO DE RETIRADA DE PAUTA
2254,3249,358878,2007-09-18 19:45:00,Rejeitado o Requerimento.   Sim: 5; Não: 282; Abstenção: 2; Total: 289.,REQUERIMENTO DE RETIRADA DE PAUTA
