id,id_sessao,proposicao_id,data,resumo,obj_votacao
1491,427,24971,2000-01-12 19:40:00,,EMENDA AGLUTINATIVA Nº 1
1492,427,24971,2000-01-12 20:12:00,,DVS - EMENDA Nº 3
1493,427,24971,2000-01-12 20:36:00,,"DVS - DA EXPRESSÃO  ""E CONTRIBUIÇÕES SOCIAIS"" ( ARTIGO 76)"
1494,427,24971,2000-01-12 21:19:00,,"DVS - DA EXPRESSÃO  ""OU QUE VIEREM A SER CRIADOS NO REFERIDO PERÍODO"""
1495,427,24971,2000-01-12 21:43:00,,EMENDA AGLUTINATIVA Nº 3
1496,427,24971,2000-01-12 21:55:00,,DVS - DA EMENDA Nº 2-CE
296,429,38169,2000-01-18 19:24:00,,"DVS DA EXPRESSÃO ""EXCETUADA A INFRA-ESTRUTURA......ONS"""
297,429,38169,2000-01-18 20:00:00,,DESTAQUE A EMENDA Nº 152
1304,429,38154,2000-01-18 20:41:00,,REQUERIMENTO DE URGÊNCIA
1588,430,14373,2000-01-19 18:48:00,,SUBSTITUTIVO
1305,431,38154,2000-01-19 19:48:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1589,433,14373,2000-01-25 17:40:00,,EMENDA  AGLUTINATIVA Nº 1 ARTIGO 102 § 4º
1590,433,14373,2000-01-25 18:22:00,,DVS Nº 1- ARTIGO 16
1591,433,14373,2000-01-25 18:43:00,,EMENDA  AGLUTINATIVA Nº 2 ART. 55 DO SUBSTITUTIVO
1592,433,14373,2000-01-25 19:09:00,,DESTAQUE ART. 103-B -CF ( ART. 17 SUBST.)
1306,434,38154,2000-01-25 20:55:00,,SUBEMENDA SUBSTITUTIVA
1307,434,38154,2000-01-25 21:15:00,,REQUERIMENTO DE VOTAÇÃO EM GLOBO DESTAQUES SIMPLES
1497,435,24971,2000-01-26 18:03:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1498,435,24971,2000-01-26 19:27:00,,REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO
1499,435,24971,2000-01-26 20:05:00,,SEGUNDO TURNO
1500,435,24971,2000-01-26 20:26:00,,"DVS Nº 1 - EXPRESSÃO ""ÓRGÃO, FUNDO"""
1501,435,24971,2000-01-26 20:52:00,,"DVS Nº 3  - EXPRESSÃO "" E CONTRIBUIÇÕES SOCIAIS"""
1502,435,24971,2000-01-26 21:11:00,,"DVS Nº 5  - EXPRESSÃO ""OU QUE VIEREM A SER CRIADOS NO REFERIDO PERÍODO, SEUS..."""
1503,435,24971,2000-01-26 21:24:00,,"DVS Nº 6  - EXPRESSÃO ""OU QUE VIEREM A SER CRIADOS NO REFERIDO PERÍODO"""
1869,435,25007,2000-01-26 21:32:00,,SEGUNDO TURNO
1308,437,38154,2000-02-01 17:31:00,,"DVS Nº 1 DAS EXPRESSÕES ""as real. com fin..."" e ""as relat. refinan. da dívida""."
1309,437,38154,2000-02-01 18:22:00,,"DVS Nº 2 DA EXPRESSÃO ""inclusive aquelas destinadas ao pag. do serv. da dívida"""
1310,437,38154,2000-02-01 18:50:00,,DVS Nº 4 - § 3º DO ARTIGO 17
1311,437,38154,2000-02-01 19:07:00,,DVS Nº 5 - EMENDA DE PLENÁRIO Nº 75
1312,437,38154,2000-02-01 19:21:00,,"DVS Nº 6 EXPRESSÃO ""AO SERVIÇO DA DIVÍDA NEM"""
1313,437,38154,2000-02-01 19:42:00,,"DVS Nº 8 - EMENDA DE PLENÁRIO ""DEP. RODRIGO MAIA"""
1314,437,38154,2000-02-01 20:08:00,,"DVS Nº 9 EXPRESSÃO ""NOVAÇÃO, REFINANCIAMENTO OU"""
1315,437,38154,2000-02-01 20:30:00,,DVS Nº 10 - ARTIGO 58 DO SUBSTITUTIVO CE
2179,438,24959,2000-02-01 20:48:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1593,439,14373,2000-02-02 17:37:00,,REQUERIMENTO DE PREFERÊNCIA - VOTAÇÃO DA PEC Nº 7/99
2180,439,24959,2000-02-02 18:55:00,,SUBSTITUTIVO DA COMISSÃO ESPECIAL
2181,439,24959,2000-02-02 19:06:00,,"DVS Nº 1 EXPRESSÃO ""E O § 3º DO ART. 10º DO ATO DAS DISPOS. CONST. TRANSITÓRIAS"""
1594,439,14373,2000-02-02 19:47:00,,"DVS Nº 2 -  PSDB EXPRESSÃO ""DESTINANDO-SE O PROVIMENTO........PEDIDO"""
1595,439,14373,2000-02-02 20:01:00,,"DVS Nº 4 - PMDB EXPRESSÃO ""CONDICIONADA À APLICAÇÃO PELA OUTRA PARTE"""
1596,439,14373,2000-02-02 20:08:00,,"DVS Nº 21 - PMDB - ALÍNEA B INCISO 2, ARTIGO 93, CF (ARTIGO 7º)"
1597,440,14373,2000-02-03 12:20:00,,EMENDA  AGLUTINATIVA Nº 5
1598,440,14373,2000-02-03 12:48:00,,EMENDA  AGLUTINATIVA Nº 27
1599,441,14373,2000-02-08 17:50:00,,"EMENDA  AGLUTINATIVA Nº 15 - ART. 103, CAPUT DA CF (ART. 15 DO SUBST.)"
1600,441,14373,2000-02-08 18:37:00,,"DVS Nº 077 - PT - ARTS. 105, 106 E 107 DA CF (ART. 4º DA EMENDA Nº 44/99)"
1601,441,14373,2000-02-08 19:03:00,,"EMENDA AGLUTINATIVA Nº 43 - ART. 103-C, CAPUT E INCISOS IV / V (ART.18 DO SUBST)"
1602,441,14373,2000-02-08 19:25:00,,DESTAQUE Nº 81- ART. 103-C § 4º INCISO III DA CF (ART. 18 DO SUBST.)
1603,442,14373,2000-02-09 17:31:00,,EMENDA  AGLUTINATIVA Nº 47
1604,442,14373,2000-02-09 18:21:00,,EMENDA  AGLUTINATIVA Nº 38
1605,442,14373,2000-02-09 18:44:00,,EMENDA  AGLUTINATIVA Nº 13
1606,442,14373,2000-02-09 19:01:00,,EMENDA  AGLUTINATIVA Nº 46
1607,442,14373,2000-02-09 19:13:00,,EMENDA  AGLUTINATIVA Nº 39
1608,442,14373,2000-02-09 19:45:00,,DESTAQUE Nº 172
1609,443,14373,2000-02-10 12:18:00,,DVS Nº 167 - PSDB - ARTIGOS 56 E 57 DO SUBSTITUTIVO
1610,446,14373,2000-02-22 18:12:00,,"DVS Nº 119 - ART. 115, IV"
1611,446,14373,2000-02-22 18:39:00,,EMENDA AGLUTINATIVA Nº 049
1612,446,14373,2000-02-22 19:21:00,,EMENDA AGLUTINATIVA Nº 048
1613,447,14373,2000-02-23 17:29:00,,DESTAQUE 67
1614,447,14373,2000-02-23 18:04:00,,DESTAQUE 91
1615,447,14373,2000-02-23 18:46:00,,EMENDA AGLUTINATIVA Nº 50
1015,448,40841,2000-02-24 12:39:00,,PROJETO
1616,449,14373,2000-02-29 17:47:00,,EMENDA AGLUTINATIVA Nº 34
1617,449,14373,2000-02-29 18:11:00,,EMENDA AGLUTINATIVA Nº 16
1618,453,14373,2000-03-15 18:05:00,,DVS Nº 6 - PPB
1619,453,14373,2000-03-15 19:24:00,,DESTAQUE Nº 40
1620,453,14373,2000-03-15 20:29:00,,DVS Nº 145 - PT
1621,454,14373,2000-03-16 16:59:00,,DVS Nº 145 - PT
1622,455,14373,2000-03-21 18:38:00,,DVS Nº 145 - PT
2044,456,21713,2000-03-22 17:42:00,,REQUERIMENTO DE URGÊNCIA
1623,456,14373,2000-03-22 18:25:00,,DVS Nº 145 - PT
1624,456,14373,2000-03-22 19:32:00,,EMENDA AGLUTINATIVA Nº 4
1625,456,14373,2000-03-22 20:27:00,,DESTAQUE Nº 45-A
1626,457,14373,2000-03-23 11:56:00,,DVS Nº 48 - PPB
1627,457,14373,2000-03-23 12:27:00,,DVS Nº 56 - PSB/PcdoB
1628,457,14373,2000-03-23 12:52:00,,DVS Nº 66 - PFL
1629,458,14373,2000-03-28 18:15:00,,DVS Nº 156 - PSDB
1630,458,14373,2000-03-28 18:32:00,,EMENDA AGLUTINATIVA Nº 51
1631,458,14373,2000-03-28 18:45:00,,DVS Nº 161 - PSDB
1632,458,14373,2000-03-28 19:04:00,,DVS Nº 73 - PMDB
1633,458,14373,2000-03-28 19:29:00,,EMENDA AGLUTINATIVA Nº 23
1634,460,14373,2000-03-29 17:43:00,,DVS Nº 49 - PFL
1635,460,14373,2000-03-29 18:05:00,,DVS Nº 66 - PFL
1636,460,14373,2000-03-29 18:39:00,,EMENDA AGLUTINATIVA Nº 8
1637,462,14373,2000-04-04 17:49:00,,DVS Nº 29 - PFL
1638,462,14373,2000-04-04 18:36:00,,EMENDA AGLUTINATIVA Nº 17
1639,463,14373,2000-04-05 17:01:00,,EMENDA AGLUTINATIVA Nº 17
1640,463,14373,2000-04-05 17:38:00,,DESTAQUE Nº 138
1641,463,14373,2000-04-05 18:34:00,,EMENDA AGLUTINATIVA Nº 20
1642,463,14373,2000-04-05 18:55:00,,DESTAQUE Nº 69
1643,464,14373,2000-04-06 11:14:00,,EMENDA AGLUTINATIVA Nº 53
1644,464,14373,2000-04-06 11:41:00,,DVS Nº 134  -  PMDB
1645,464,14373,2000-04-06 11:55:00,,EMENDA AGLUTINATIVA Nº 31
1646,465,14373,2000-04-11 17:32:00,,DVS Nº 153 - PTB
1647,465,14373,2000-04-11 17:53:00,,EMENDA AGLUTINATIVA Nº 44
1648,465,14373,2000-04-11 18:08:00,,EMENDA AGLUTINATIVA Nº 40
1649,466,14373,2000-04-12 12:49:00,,EMENDA AGLUTINATIVA Nº 52
1650,466,14373,2000-04-12 13:33:00,,EMENDA AGLUTINATIVA Nº 11
1651,467,14373,2000-04-12 16:32:00,,DESTAQUE Nº 25
1652,467,14373,2000-04-12 17:08:00,,EMENDA AGLUTINATIVA Nº 28
1653,467,14373,2000-04-12 17:39:00,,EMENDA AGLUTINATIVA Nº 30
1654,467,14373,2000-04-12 18:09:00,,DVS Nº 142 - PFL
2276,469,25403,2000-04-18 17:26:00,,REQUERIMENTO DE RETIRADA DE PAUTA
2277,470,25403,2000-04-25 18:23:00,,PROJETO
732,470,25752,2000-04-25 20:11:00,,REQUERIMENTO DE URGÊNCIA
733,473,25752,2000-05-03 16:46:00,,REQUERIMENTO RETIRADA DE PAUTA
734,473,25752,2000-05-03 18:48:00,,REQUERIMENTO DE PREFERÊNCIA PARA A EMENDA Nº 15
735,473,25752,2000-05-03 20:07:00,,EMENDA SUBSTITUTIVA Nº 15
736,474,25752,2000-05-03 20:23:00,,"DESTAQUE DA EXPRESSÃO ""E DE DEPUTADOS ESTADUAIS"""
737,474,25752,2000-05-03 20:37:00,,"DVS  - INCISO II, § 1º , ART. 1º - EMENDA Nº 15"
738,474,25752,2000-05-03 20:52:00,,"EXPRESSÃO ""PODERÁ"" DO § 2º DO ART. 1º - EMENDA Nº 15"
1006,476,38155,2000-05-09 18:01:00,,REQUERIMENTO DE URGÊNCIA
2176,479,25753,2000-05-16 18:48:00,,APENSADO - EMENDAS COM PARECER  FAVORÁVEL
2177,479,25753,2000-05-16 19:00:00,,APENSADO - EMENDAS COM PARECER PELA REJEIÇÃO
2178,479,25753,2000-05-16 19:14:00,,APENSADO - PROJETO
1007,480,38155,2000-05-17 19:02:00,,DVS BANCADA DO PT - ART. 1º DO SUBSTITUTIVO
2182,481,24959,2000-05-17 20:28:00,,SEGUNDO TURNO
58,484,21321,2000-05-24 18:26:00,,REQUERIMENTO DE URGÊNCIA
1016,486,14425,2000-05-30 19:20:00,,SUBSTITUTIVO
1655,489,14373,2000-05-31 18:47:00,,SEGUNDO TURNO
1656,489,14373,2000-05-31 19:41:00,,DVS Nº 1 - PL/PSL
1657,489,14373,2000-05-31 20:10:00,,DVS Nº 11- PTB
1658,489,14373,2000-05-31 20:31:00,,DVS Nº 2 - PT
1659,489,14373,2000-05-31 20:47:00,,DVS Nº 4 - PMDB
1660,490,14373,2000-06-01 11:32:00,,DVS Nº 13 - PMDB
1661,491,14373,2000-06-06 17:20:00,,"REQUERIMENTO DE PREFERÊNCIA DOS DESTAQUES: Nºs 6-A,,6,  7, 9 e 12"
1662,491,14373,2000-06-06 17:42:00,,DVS Nº 6A - PSDB/PTB
1663,491,14373,2000-06-06 18:09:00,,DVS Nº 6 - PPB
1664,491,14373,2000-06-06 18:32:00,,DVS Nº 7 - PPB
1665,491,14373,2000-06-06 18:47:00,,DVS Nº 9 - PSB/PCdoB
1666,491,14373,2000-06-06 19:20:00,,DVS Nº 12 - PMDB
1667,492,14373,2000-06-07 18:12:00,,DVS Nº 5 - PT
1668,492,14373,2000-06-07 18:58:00,,DVS Nº 8-A - PDT
1669,492,14373,2000-06-07 19:31:00,,DVS Nº 10 - PT
2213,495,25633,2000-06-14 18:51:00,,REQUERIMENTO DE PREFERÊNCIA
1514,495,16713,2000-06-14 20:15:00,,REQUERIMENTO DE URGÊNCIA
409,498,25533,2000-06-27 18:18:00,,REQUERIMENTO RETIRADA DE PAUTA
1017,498,14425,2000-06-27 19:25:00,,SEGUNDO TURNO
962,501,24889,2000-08-01 18:38:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1009,502,21344,2000-08-02 18:12:00,,SUBEMENDA SUBSTITUTIVA
1010,502,21344,2000-08-02 19:08:00,,INCISO XI DO § 2º DO ART. 13 (ART. 1º)
1011,502,21344,2000-08-02 19:27:00,,EMENDA Nº 11
1215,504,24993,2000-08-08 17:57:00,,"EMENDAS Nº 1, 2 E 5 COM PARECER PELA REJEIÇÃO"
1216,504,24993,2000-08-08 18:37:00,,SUBSTITUTIVO
410,505,25533,2000-08-09 20:17:00,,EMENDA Nº 22
1217,508,24993,2000-08-22 18:48:00,,SEGUNDO TURNO
59,524,21321,2000-11-28 18:30:00,,SUBEMENDA SUBSTITUTIVA
60,526,21321,2000-11-29 16:00:00,,DVS Nº 1 - PFL
61,526,21321,2000-11-29 16:42:00,,DVS Nº 2 - PMDB
62,526,21321,2000-11-29 16:59:00,,DVS Nº 3 - PMDB
63,526,21321,2000-11-29 17:53:00,,DVS Nº 4 - PT
64,526,21321,2000-11-29 18:52:00,,DVS Nº 5 - PSB/PCdoB
564,527,25596,2000-11-30 11:39:00,,REQUERIMENTO DE URGÊNCIA
565,528,25596,2000-12-05 17:48:00,,REQUERIMENTO DE URGÊNCIA
566,528,25596,2000-12-05 20:10:00,,REQUERIMENTO DE PREFERÊNCIA PARA EMENDA DE PLENÁRIO Nº 2
2048,528,169561,2000-12-05 20:45:00,,EMENDA Nº 1 DA COMISSÃO ESPECIAL
2049,528,169561,2000-12-05 21:11:00,,PROJETO
2050,528,169561,2000-12-05 21:33:00,,EMENDA AGLUTINATIVA Nº 1
1531,529,25605,2000-12-06 18:50:00,,EMENDA DE PLENÁRIO Nº 5
807,529,25745,2000-12-06 19:55:00,,SUBSTITUTIVO
1235,529,25762,2000-12-06 21:19:00,,SUBSTITUTIVO
1236,529,25762,2000-12-06 21:28:00,,EMENDA AGLUTINATIVA
1237,529,25762,2000-12-06 21:34:00,,EMENDA Nº 6
2120,529,16976,2000-12-06 22:54:00,,EMENDA Nº 38
2051,533,169561,2000-12-13 19:10:00,,SEGUNDO TURNO
1792,534,25518,2000-12-13 21:15:00,,"DVS DA  EXPRESSÃO ""E CULTURAIS"""
1865,641,21486,2001-02-06 17:42:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1866,537,21486,2001-02-20 17:56:00,,PROJETO
1708,537,22045,2001-02-20 19:45:00,,PL Nº 5.788/90 - SF
2170,539,20162,2001-03-13 18:26:00,,PREFERÊNCIA EMENDA Nº 1
650,542,17715,2001-03-20 19:06:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1768,543,19804,2001-03-21 18:22:00,,REQUERIMENTO DE URGÊNCIA
2348,545,20004,2001-03-27 19:48:00,,DVS - § 1º DO ARTIGO 10º SUBSTITUTIVO DO S.F.
2104,547,19978,2001-03-28 17:38:00,,REQUERIMENTO DE URGÊNCIA
953,547,19125,2001-03-28 20:31:00,,SUBEMENDA SUBSTITUTIVA  ÀS EMENDAS DE PLENÁRIO E AO 1º SUBST.
1012,549,21344,2001-04-03 18:30:00,,SUBSTITUTIVO DO SENADO FEDERAL
1504,550,20588,2001-04-04 18:08:00,,DVS EMENDA Nº 7
1878,550,26378,2001-04-04 19:46:00,,REQUERIMENTO DE INVERSÃO DE PAUTA
916,553,21320,2001-04-17 18:08:00,,REQUERIMENTO DE RETIRADA DE PAUTA
917,553,21320,2001-04-17 19:30:00,,EMENDAS COM PARECER FAVORAVEL
918,554,21320,2001-04-18 13:00:00,,DVS - EMENDA Nº 2 DO SENADO FEDERAL
919,555,21320,2001-04-18 18:27:00,,DVS - CAPUT DO ART. Nº 11 DA EMENDA Nº 1 DO SF
920,555,21320,2001-04-18 19:36:00,,REQUERIMENTO DE PARCELAMENTO DA VOTAÇÃO DA EMENDA Nº 03
921,557,21320,2001-04-24 18:01:00,,DVS - EMENDA Nº 3 DO SENADO FEDERAL
2100,558,21322,2001-04-25 17:11:00,,DVS - EMENDA DO SENADO FEDERAL DE Nº 1
2101,558,21322,2001-04-25 18:09:00,,DVS - EMENDA DO SENADO FEDERAL DE Nº 2
2102,558,21322,2001-04-25 19:38:00,,DVS - EMENDA DO SENADO FEDERAL DE Nº 3
1013,563,26551,2001-05-15 19:13:00,,DVS EMENDA Nº 9
2185,564,26057,2001-05-16 19:25:00,,SUBEMENDA SUBSTITUTIVA ÀS EMENDAS DE PLENARIO
